n,contrast,shift_x,shift_y,alpha,repeat,order,method,seed,audit_seconds,operator_reflection_defect,rhs_even_fraction,rhs_odd_fraction,setup,solve,total,iterations,info,residual,accepted,complexity
192,1000.0,0,0,1e-08,2,0,jacobi,3703,0.004278000000340398,0.0,1.0000000007983763e-16,1.0,0.0002444000001560198,0.11876010000014503,0.11900450000030105,569,0,9.469729996058267e-10,True,0.0
192,1000.0,0,0,1e-08,2,1,amg0,3703,0.004278000000340398,0.0,1.0000000007983763e-16,1.0,0.05149710000023333,0.06608150000010937,0.1175786000003427,17,0,4.776747013381827e-10,True,1.3386725269834205
192,1000.0,4,0,0.0,0,0,jacobi,3701,0.004431999999724212,0.8139214597443964,2.716841757413203e-32,0.9999999999999998,0.00014079999982641311,0.1439738999997644,0.1441146999995908,688,0,9.586909699611119e-10,True,0.0
192,1000.0,4,0,0.0,0,1,amg0,3701,0.004431999999724212,0.8139214597443964,2.716841757413203e-32,0.9999999999999998,0.04790039999988949,0.06850719999965804,0.11640759999954753,17,0,7.769787709239393e-10,True,1.3386725269834205
192,1000.0,4,0,0.0,1,0,amg0,3702,0.004431999999724212,0.8139214597443964,2.716841757413203e-32,0.9999999999999998,0.04746530000011262,0.06608830000004673,0.11355360000015935,17,0,7.709239783023839e-10,True,1.3386725269834205
192,1000.0,4,0,0.0,1,1,jacobi,3702,0.004431999999724212,0.8139214597443964,2.716841757413203e-32,0.9999999999999998,0.00036689999978989363,0.15079100000002654,0.15115789999981644,688,0,9.586909699611119e-10,True,0.0
192,1000.0,4,0,0.0,2,0,jacobi,3703,0.004431999999724212,0.8139214597443964,2.716841757413203e-32,0.9999999999999998,0.0002311000007466646,0.1481951999994635,0.14842630000021018,688,0,9.586909699611119e-10,True,0.0
192,1000.0,4,0,0.0,2,1,amg0,3703,0.004431999999724212,0.8139214597443964,2.716841757413203e-32,0.9999999999999998,0.052240200000596815,0.06984599999941565,0.12208620000001247,17,0,7.775732021880855e-10,True,1.3386725269834205
128,1000.0,0,0,0.01,0,0,amg0,3701,0.002982799999699637,0.0,9.999000099990046e-05,0.9999000099989998,0.028221900000062305,0.029185499999584863,0.05740739999964717,15,0,7.94387288912164e-10,True,1.3399006034788783
128,1000.0,0,0,0.01,0,1,jacobi,3701,0.002982799999699637,0.0,9.999000099990046e-05,0.9999000099989998,0.00017279999974562088,0.04471399999965797,0.04488679999940359,439,0,9.110266526314452e-10,True,0.0
128,1000.0,0,0,0.01,1,0,amg0,3702,0.002982799999699637,0.0,9.999000099990046e-05,0.9999000099989998,0.034771599999658065,0.0315866000000824,0.06635819999974046,15,0,7.76067146154043e-10,True,1.3399006034788783
128,1000.0,0,0,0.01,1,1,jacobi,3702,0.002982799999699637,0.0,9.999000099990046e-05,0.9999000099989998,0.00016789999972388614,0.04388500000004569,0.04405289999976958,439,0,9.110266526314452e-10,True,0.0
