n,contrast,motif,shift,rhs,method,repeat,order,seed,setup,solve,total,iterations,info,residual,accepted,complexity,levels
128,1000.0,three_by_six,0,random,rs025,6,14,13407,0.017987900000662194,0.015969099998983438,0.03395699999964563,10,0,1.168296504000718e-10,True,2.1963461635985597,7
128,1000.0,three_by_six,1,random,amg0,6,15,13407,0.024890099999538506,0.026953900000080466,0.05184399999961897,14,0,7.869172507520637e-10,True,1.3399006034788783,5
128,1000.0,three_by_six,1,odd_x,jacobi,6,16,13407,0.00012380000043776818,0.043275899999571266,0.043399700000009034,447,0,9.608675664235599e-10,True,0.0,0
128,1000.0,two_by_eight,0,random,jacobi,6,17,13407,0.00012000000060652383,0.07486980000066978,0.07498980000127631,634,0,9.70628911533691e-10,True,0.0,0
128,1000.0,three_by_six,0,odd_x,jacobi,6,18,13407,0.00012200000128359534,0.03510019999885117,0.03522220000013476,266,0,9.219999774846857e-10,True,0.0,0
128,1000.0,three_by_six,1,random,rs025,6,19,13407,0.018408100000669947,0.021851499999684165,0.04025960000035411,10,0,1.6117461394964599e-10,True,2.1949388914245143,7
128,1000.0,two_by_eight,0,odd_x,jacobi,6,20,13407,0.00019579999934649095,0.02803429999949003,0.028230099998836522,266,0,9.11683285170616e-10,True,0.0,0
128,1000.0,three_by_six,1,random,jacobi,6,21,13407,0.00010570000085863285,0.061480399999709334,0.06158610000056797,639,0,9.570878672347944e-10,True,0.0,0
128,1000.0,two_by_eight,1,odd_x,rs025,6,22,13407,0.015319199999794364,0.02102079999895068,0.03633999999874504,11,0,1.4261708449890175e-10,True,2.196079922916984,7
128,1000.0,three_by_six,1,odd_x,rs025,6,23,13407,0.017931000000317,0.021416100000351435,0.039347100000668433,11,0,4.0615861541726775e-10,True,2.1949388914245143,7
